Processing Log - Thu Apr 24 15:43:46 CST 2025
Case_ID,Status,Timestamp
TCGA-A1-A0SB,SUCCESS,2025-04-24 16:00:36
TCGA-A2-A0ET,SUCCESS,2025-04-24 16:00:44
TCGA-A8-A06N,SUCCESS,2025-04-24 16:00:52
TCGA-A7-A0CH,SUCCESS,2025-04-24 16:00:59
TCGA-C8-A12K,SUCCESS,2025-04-24 16:01:09
TCGA-C8-A137,SUCCESS,2025-04-24 16:01:19
TCGA-B6-A0I6,SUCCESS,2025-04-24 16:01:33
TCGA-C8-A12Y,SUCCESS,2025-04-24 16:01:42
TCGA-C8-A12Q,SUCCESS,2025-04-24 16:01:56
TCGA-A8-A093,SUCCESS,2025-04-24 16:02:03
TCGA-AR-A0U4,SUCCESS,2025-04-24 16:02:15
TCGA-C8-A12T,SUCCESS,2025-04-24 16:02:25
TCGA-AO-A03L,SUCCESS,2025-04-24 16:02:35
TCGA-AN-A0AT,SUCCESS,2025-04-24 16:02:52
TCGA-AO-A0J5,SUCCESS,2025-04-24 16:03:02
TCGA-C8-A12M,SUCCESS,2025-04-24 16:03:29
TCGA-D8-A1XY,SUCCESS,2025-04-24 16:03:36
TCGA-B6-A0IQ,SUCCESS,2025-04-24 16:03:45
TCGA-AR-A0U0,SUCCESS,2025-04-24 16:03:54
TCGA-A2-A0SV,SUCCESS,2025-04-24 16:04:02
TCGA-3C-AALJ,SUCCESS,2025-04-24 16:04:14
TCGA-AQ-A7U7,SUCCESS,2025-04-24 16:04:21
TCGA-AO-A124,SUCCESS,2025-04-24 16:04:38
TCGA-4H-AAAK,SUCCESS,2025-04-24 16:04:45
TCGA-AN-A0AM,SUCCESS,2025-04-24 16:05:10
TCGA-A7-A26E,SUCCESS,2025-04-24 16:05:16
TCGA-A2-A0ES,SUCCESS,2025-04-24 16:05:24
TCGA-AO-A0JB,SUCCESS,2025-04-24 16:05:34
TCGA-B6-A0IP,SUCCESS,2025-04-24 16:05:40
TCGA-C8-A12V,SUCCESS,2025-04-24 16:05:49
TCGA-AO-A0J8,SUCCESS,2025-04-24 16:05:56
TCGA-A2-A0YT,SUCCESS,2025-04-24 16:06:07
TCGA-A2-A0EV,SUCCESS,2025-04-24 16:06:14
TCGA-A2-A0EX,SUCCESS,2025-04-24 16:06:34
TCGA-D8-A1JE,SUCCESS,2025-04-24 16:06:40
TCGA-BH-A0B3,SUCCESS,2025-04-24 16:06:50
TCGA-A2-A0YD,SUCCESS,2025-04-24 16:06:56
TCGA-A2-A0D1,SUCCESS,2025-04-24 16:07:06
TCGA-B6-A0RE,SUCCESS,2025-04-24 16:07:15
TCGA-LD-A7W6,SUCCESS,2025-04-24 16:07:22
TCGA-C8-A8HR,SUCCESS,2025-04-24 16:07:30
TCGA-BH-A0DL,SUCCESS,2025-04-24 16:07:41
TCGA-A7-A13E,SUCCESS,2025-04-24 16:07:49
TCGA-C8-A130,SUCCESS,2025-04-24 16:08:03
TCGA-BH-A0DG,SUCCESS,2025-04-24 16:08:18
TCGA-BH-A0HB,SUCCESS,2025-04-24 16:08:38
TCGA-A2-A0T7,SUCCESS,2025-04-24 16:08:46
TCGA-AO-A0JM,SUCCESS,2025-04-24 16:08:57
TCGA-A2-A0T5,SUCCESS,2025-04-24 16:09:04
TCGA-AR-A0TV,SUCCESS,2025-04-24 16:09:19
TCGA-E2-A15J,SUCCESS,2025-04-24 16:09:25
TCGA-A7-A13F,SUCCESS,2025-04-24 16:09:34
TCGA-A2-A3Y0,SUCCESS,2025-04-24 16:09:46
TCGA-E2-A15E,SUCCESS,2025-04-24 16:09:55
TCGA-A2-A0T6,SUCCESS,2025-04-24 16:10:02
TCGA-A2-A04N,SUCCESS,2025-04-24 16:10:08
TCGA-A2-A0YJ,SUCCESS,2025-04-24 16:10:18
TCGA-AO-A0JG,SUCCESS,2025-04-24 16:10:29
TCGA-S3-AA0Z,SUCCESS,2025-04-24 16:10:37
TCGA-A2-A0YK,SUCCESS,2025-04-24 16:10:45
TCGA-C8-A12U,SUCCESS,2025-04-24 16:11:02
TCGA-A8-A094,SUCCESS,2025-04-24 16:11:13
TCGA-BH-A0HP,SUCCESS,2025-04-24 16:11:20
TCGA-A2-A0SW,SUCCESS,2025-04-24 16:11:29
TCGA-AR-A2LK,SUCCESS,2025-04-24 16:11:36
TCGA-A2-A0T4,SUCCESS,2025-04-24 16:11:44
TCGA-C8-A12O,SUCCESS,2025-04-24 16:11:52
TCGA-AO-A12D,SUCCESS,2025-04-24 16:12:04
TCGA-C8-A133,SUCCESS,2025-04-24 16:12:11
TCGA-D8-A73X,SUCCESS,2025-04-24 16:12:18
TCGA-AO-A03U,SUCCESS,2025-04-24 16:12:25
TCGA-A7-A0D9,SUCCESS,2025-04-24 16:12:36
TCGA-D8-A27H,SUCCESS,2025-04-24 16:12:50
TCGA-A2-A0YH,SUCCESS,2025-04-24 16:12:59
TCGA-E2-A15G,SUCCESS,2025-04-24 16:13:06
TCGA-A8-A09X,SUCCESS,2025-04-24 16:13:13
TCGA-A8-A0AB,SUCCESS,2025-04-24 16:13:19
TCGA-E2-A14U,SUCCESS,2025-04-24 16:13:26
TCGA-BH-A8FZ,SUCCESS,2025-04-24 16:13:33
TCGA-LL-A5YL,SUCCESS,2025-04-24 16:13:39
TCGA-AO-A1KT,SUCCESS,2025-04-24 16:13:48
TCGA-D8-A27F,SUCCESS,2025-04-24 16:13:57
TCGA-BH-A0E0,SUCCESS,2025-04-24 16:14:05
TCGA-AN-A0XO,SUCCESS,2025-04-24 16:14:12
TCGA-A2-A0EW,SUCCESS,2025-04-24 16:14:20
TCGA-A2-A0SX,SUCCESS,2025-04-24 16:14:29
TCGA-D8-A13Z,SUCCESS,2025-04-24 16:14:41
TCGA-AO-A12F,SUCCESS,2025-04-24 16:14:56
TCGA-EA-A3HS,SUCCESS,2025-04-24 16:15:03
TCGA-EA-A3HT,SUCCESS,2025-04-24 16:15:10
TCGA-W5-AA36,SUCCESS,2025-04-24 16:15:18
TCGA-ZH-A8Y2,SUCCESS,2025-04-24 16:15:26
TCGA-ZU-A8S4,SUCCESS,2025-04-24 16:15:33
TCGA-WD-A7RX,SUCCESS,2025-04-24 16:15:41
TCGA-W7-A93O,SUCCESS,2025-04-24 16:15:50
TCGA-W5-AA2M,SUCCESS,2025-04-24 16:15:57
TCGA-ZH-A8Y7,SUCCESS,2025-04-24 16:16:05
TCGA-W5-AA33,SUCCESS,2025-04-24 16:16:12
TCGA-W5-AA2Z,SUCCESS,2025-04-24 16:16:20
TCGA-W5-AA2Q,SUCCESS,2025-04-24 16:16:27
TCGA-4G-AAZT,SUCCESS,2025-04-24 16:16:33
TCGA-W6-AA0S,SUCCESS,2025-04-24 16:16:41
TCGA-4G-AAZO,SUCCESS,2025-04-24 16:16:49
TCGA-W5-AA2G,SUCCESS,2025-04-24 16:16:56
TCGA-ZH-A8Y3,SUCCESS,2025-04-24 16:17:05
TCGA-4G-AAZF,SUCCESS,2025-04-24 16:17:12
TCGA-4G-AAZR,SUCCESS,2025-04-24 16:17:19
TCGA-W5-AA2X,SUCCESS,2025-04-24 16:17:27
TCGA-W5-AA30,SUCCESS,2025-04-24 16:17:34
TCGA-3X-AAV9,SUCCESS,2025-04-24 16:17:42
TCGA-W7-A93P,SUCCESS,2025-04-24 16:17:49
TCGA-5A-A8ZG,SUCCESS,2025-04-24 16:17:56
TCGA-ZK-AAYZ,SUCCESS,2025-04-24 16:18:04
TCGA-W7-A93N,SUCCESS,2025-04-24 16:18:11
TCGA-3X-AAVC,SUCCESS,2025-04-24 16:18:20
TCGA-W5-AA2O,SUCCESS,2025-04-24 16:18:28
TCGA-W5-AA2W,SUCCESS,2025-04-24 16:18:35
TCGA-W5-AA2R,SUCCESS,2025-04-24 16:18:43
TCGA-W5-AA2I,SUCCESS,2025-04-24 16:18:50
TCGA-W5-AA38,SUCCESS,2025-04-24 16:18:57
TCGA-ZH-A8Y4,SUCCESS,2025-04-24 16:19:05
TCGA-ZH-A8Y5,SUCCESS,2025-04-24 16:19:13
TCGA-W5-AA2U,SUCCESS,2025-04-24 16:19:21
TCGA-W5-AA34,SUCCESS,2025-04-24 16:19:28
TCGA-ZH-A8Y1,SUCCESS,2025-04-24 16:19:35
TCGA-W5-AA2H,SUCCESS,2025-04-24 16:19:42
TCGA-ZD-A8I3,SUCCESS,2025-04-24 16:19:49
TCGA-3X-AAVE,SUCCESS,2025-04-24 16:19:57
TCGA-3X-AAVA,SUCCESS,2025-04-24 16:20:05
TCGA-4G-AAZG,SUCCESS,2025-04-24 16:20:12
TCGA-W6-AA0T,SUCCESS,2025-04-24 16:20:19
TCGA-W5-AA2J,SUCCESS,2025-04-24 16:20:38
TCGA-CA-5256,FAILED_NO_RESULTS,2025-04-24 16:20:44
TCGA-QL-A97D,SUCCESS,2025-04-24 16:20:53
TCGA-SS-A7HO,SUCCESS,2025-04-24 16:21:01
TCGA-A6-A56B,SUCCESS,2025-04-24 16:21:10
TCGA-4N-A93T,SUCCESS,2025-04-24 16:21:19
TCGA-NH-A50V,SUCCESS,2025-04-24 16:21:27
TCGA-A6-A565,SUCCESS,2025-04-24 16:21:35
TCGA-3L-AA1B,SUCCESS,2025-04-24 16:21:42
TCGA-AD-6889,SUCCESS,2025-04-24 16:21:49
TCGA-AA-A01S,SUCCESS,2025-04-24 16:21:58
TCGA-A6-A566,SUCCESS,2025-04-24 16:22:05
TCGA-AA-A010,SUCCESS,2025-04-24 16:22:16
TCGA-NH-A6GA,SUCCESS,2025-04-24 16:22:24
TCGA-NH-A5IV,SUCCESS,2025-04-24 16:22:33
TCGA-A6-A567,SUCCESS,2025-04-24 16:22:40
TCGA-NH-A8F8,SUCCESS,2025-04-24 16:22:48
TCGA-NH-A6GC,SUCCESS,2025-04-24 16:22:56
TCGA-NH-A50U,SUCCESS,2025-04-24 16:23:05
TCGA-AA-A00L,SUCCESS,2025-04-24 16:23:15
TCGA-G4-6627,SUCCESS,2025-04-24 16:23:22
TCGA-NH-A8F7,SUCCESS,2025-04-24 16:23:31
TCGA-AA-A024,SUCCESS,2025-04-24 16:23:38
TCGA-D5-5538,SUCCESS,2025-04-24 16:23:46
TCGA-GS-A9TT,SUCCESS,2025-04-24 16:23:54
TCGA-GS-A9TZ,SUCCESS,2025-04-24 16:24:02
TCGA-RQ-A68N,SUCCESS,2025-04-24 16:24:09
TCGA-FF-8043,SUCCESS,2025-04-24 16:24:18
TCGA-FA-A7DS,SUCCESS,2025-04-24 16:24:27
TCGA-G8-6324,SUCCESS,2025-04-24 16:24:34
TCGA-GR-7353,SUCCESS,2025-04-24 16:24:42
TCGA-FA-A4XK,SUCCESS,2025-04-24 16:24:49
TCGA-FM-8000,SUCCESS,2025-04-24 16:24:57
TCGA-FA-A4BB,SUCCESS,2025-04-24 16:25:04
TCGA-FF-A7CW,SUCCESS,2025-04-24 16:25:12
TCGA-GS-A9U3,SUCCESS,2025-04-24 16:25:19
TCGA-GR-A4D4,SUCCESS,2025-04-24 16:25:26
TCGA-VB-A8QN,SUCCESS,2025-04-24 16:25:35
TCGA-FF-A7CX,SUCCESS,2025-04-24 16:25:43
TCGA-FA-A82F,SUCCESS,2025-04-24 16:25:52
TCGA-FA-A86F,SUCCESS,2025-04-24 16:26:00
TCGA-G8-6325,SUCCESS,2025-04-24 16:26:08
TCGA-GS-A9TU,SUCCESS,2025-04-24 16:26:16
TCGA-GS-A9TQ,SUCCESS,2025-04-24 16:26:26
TCGA-FF-8061,SUCCESS,2025-04-24 16:26:33
TCGA-GR-A4D5,SUCCESS,2025-04-24 16:26:40
TCGA-G8-6326,SUCCESS,2025-04-24 16:26:47
TCGA-FA-A6HN,SUCCESS,2025-04-24 16:26:56
TCGA-GR-A4D6,SUCCESS,2025-04-24 16:27:04
TCGA-FF-8042,SUCCESS,2025-04-24 16:27:13
TCGA-GR-A4D9,SUCCESS,2025-04-24 16:27:21
TCGA-G8-6909,SUCCESS,2025-04-24 16:27:32
TCGA-FF-8062,SUCCESS,2025-04-24 16:27:38
TCGA-GS-A9TW,SUCCESS,2025-04-24 16:27:47
TCGA-FF-8047,SUCCESS,2025-04-24 16:27:55
TCGA-FF-8041,SUCCESS,2025-04-24 16:28:04
TCGA-FA-8693,SUCCESS,2025-04-24 16:28:11
TCGA-LN-A4A5,SUCCESS,2025-04-24 16:28:20
TCGA-IG-A625,SUCCESS,2025-04-24 16:28:29
TCGA-L7-A6VZ,SUCCESS,2025-04-24 16:28:39
TCGA-LN-A8HZ,SUCCESS,2025-04-24 16:28:48
TCGA-LN-A4MR,SUCCESS,2025-04-24 16:28:56
TCGA-IG-A7DP,SUCCESS,2025-04-24 16:29:02
TCGA-IG-A4QT,SUCCESS,2025-04-24 16:29:09
TCGA-LN-A49O,SUCCESS,2025-04-24 16:29:18
TCGA-IG-A51D,SUCCESS,2025-04-24 16:29:27
TCGA-LN-A9FQ,SUCCESS,2025-04-24 16:29:36
TCGA-IG-A4P3,SUCCESS,2025-04-24 16:29:44
TCGA-LN-A7HX,SUCCESS,2025-04-24 16:29:55
TCGA-LN-A4A2,SUCCESS,2025-04-24 16:30:04
TCGA-M9-A5M8,SUCCESS,2025-04-24 16:30:13
TCGA-IG-A3YA,SUCCESS,2025-04-24 16:30:21
TCGA-IG-A5B8,SUCCESS,2025-04-24 16:30:30
TCGA-LN-A5U7,SUCCESS,2025-04-24 16:30:42
TCGA-LN-A49W,SUCCESS,2025-04-24 16:30:54
TCGA-4W-AA9T,SUCCESS,2025-04-24 16:31:01
TCGA-06-A7TL,SUCCESS,2025-04-24 16:31:14
TCGA-76-6656,SUCCESS,2025-04-24 16:31:23
TCGA-OX-A56R,SUCCESS,2025-04-24 16:31:31
TCGA-06-A7TK,SUCCESS,2025-04-24 16:31:42
TCGA-06-A6S0,SUCCESS,2025-04-24 16:31:51
TCGA-81-5910,SUCCESS,2025-04-24 16:31:58
TCGA-06-A6S1,SUCCESS,2025-04-24 16:32:06
TCGA-RR-A6KB,SUCCESS,2025-04-24 16:32:14
TCGA-06-A5U0,SUCCESS,2025-04-24 16:32:20
TCGA-4W-AA9S,SUCCESS,2025-04-24 16:32:30
TCGA-41-6646,SUCCESS,2025-04-24 16:32:40
TCGA-UF-A7JH,SUCCESS,2025-04-24 16:32:49
TCGA-CN-4737,SUCCESS,2025-04-24 16:32:55
TCGA-CV-5966,SUCCESS,2025-04-24 16:33:03
TCGA-CV-7103,SUCCESS,2025-04-24 16:33:11
TCGA-MZ-A7D7,SUCCESS,2025-04-24 16:33:20
TCGA-CQ-5333,SUCCESS,2025-04-24 16:33:27
TCGA-CN-5361,SUCCESS,2025-04-24 16:33:36
TCGA-CV-A6JM,SUCCESS,2025-04-24 16:33:47
TCGA-UF-A71E,SUCCESS,2025-04-24 16:33:55
TCGA-D6-A6EP,SUCCESS,2025-04-24 16:34:05
TCGA-F7-A624,SUCCESS,2025-04-24 16:34:12
TCGA-KU-A6H7,SUCCESS,2025-04-24 16:34:19
TCGA-CN-4741,SUCCESS,2025-04-24 16:34:26
TCGA-BA-A6DJ,SUCCESS,2025-04-24 16:34:34
TCGA-CV-A468,SUCCESS,2025-04-24 16:34:40
TCGA-BA-A8YP,SUCCESS,2025-04-24 16:34:51
TCGA-CQ-5329,SUCCESS,2025-04-24 16:34:59
TCGA-CV-7438,SUCCESS,2025-04-24 16:35:07
TCGA-CV-5443,SUCCESS,2025-04-24 16:35:14
TCGA-H7-A76A,SUCCESS,2025-04-24 16:35:21
TCGA-CN-A49B,SUCCESS,2025-04-24 16:35:30
TCGA-CR-7392,SUCCESS,2025-04-24 16:35:39
TCGA-CV-7250,SUCCESS,2025-04-24 16:35:50
TCGA-KU-A66S,SUCCESS,2025-04-24 16:35:58
TCGA-NP-A5H5,SUCCESS,2025-04-24 16:36:05
TCGA-UW-A72K,SUCCESS,2025-04-24 16:36:13
TCGA-NP-A5H1,SUCCESS,2025-04-24 16:36:20
TCGA-UW-A72J,SUCCESS,2025-04-24 16:36:28
TCGA-KM-8441,SUCCESS,2025-04-24 16:36:35
TCGA-NP-A5GZ,SUCCESS,2025-04-24 16:36:41
TCGA-NP-A5B3,SUCCESS,2025-04-24 16:36:49
TCGA-UW-A72P,SUCCESS,2025-04-24 16:36:55
TCGA-KN-8433,SUCCESS,2025-04-24 16:37:02
TCGA-KN-8435,SUCCESS,2025-04-24 16:37:10
TCGA-KN-8425,SUCCESS,2025-04-24 16:37:17
TCGA-KL-8337,SUCCESS,2025-04-24 16:37:25
TCGA-KL-8331,SUCCESS,2025-04-24 16:37:32
TCGA-KL-8336,SUCCESS,2025-04-24 16:37:40
TCGA-KL-8333,SUCCESS,2025-04-24 16:37:46
TCGA-KO-8407,SUCCESS,2025-04-24 16:37:54
TCGA-KL-8324,SUCCESS,2025-04-24 16:38:00
TCGA-KO-8409,SUCCESS,2025-04-24 16:38:07
TCGA-KO-8417,SUCCESS,2025-04-24 16:38:15
TCGA-KO-8413,SUCCESS,2025-04-24 16:38:23
TCGA-KM-8443,SUCCESS,2025-04-24 16:38:33
TCGA-KL-8332,SUCCESS,2025-04-24 16:38:40
TCGA-KO-8406,SUCCESS,2025-04-24 16:38:47
TCGA-KL-8334,SUCCESS,2025-04-24 16:38:54
TCGA-KL-8344,SUCCESS,2025-04-24 16:39:00
TCGA-KN-8424,SUCCESS,2025-04-24 16:39:07
TCGA-KL-8343,SUCCESS,2025-04-24 16:39:14
TCGA-KN-8436,SUCCESS,2025-04-24 16:39:22
TCGA-KL-8329,SUCCESS,2025-04-24 16:39:28
TCGA-KN-8437,SUCCESS,2025-04-24 16:39:36
TCGA-NP-A5GY,SUCCESS,2025-04-24 16:39:43
TCGA-UW-A72I,SUCCESS,2025-04-24 16:39:49
TCGA-UW-A72M,SUCCESS,2025-04-24 16:39:56
TCGA-UW-A72T,SUCCESS,2025-04-24 16:40:02
TCGA-KM-8477,SUCCESS,2025-04-24 16:40:09
TCGA-KO-8411,SUCCESS,2025-04-24 16:40:16
TCGA-KM-8438,SUCCESS,2025-04-24 16:40:25
TCGA-KN-8429,SUCCESS,2025-04-24 16:40:32
TCGA-KM-8440,SUCCESS,2025-04-24 16:40:40
TCGA-KN-8426,SUCCESS,2025-04-24 16:40:47
TCGA-KN-8427,SUCCESS,2025-04-24 16:40:55
TCGA-KN-8434,SUCCESS,2025-04-24 16:41:02
TCGA-KL-8335,SUCCESS,2025-04-24 16:41:09
TCGA-KO-8405,SUCCESS,2025-04-24 16:41:15
TCGA-UW-A72Q,SUCCESS,2025-04-24 16:41:23
TCGA-NP-A5H6,SUCCESS,2025-04-24 16:41:30
TCGA-KM-8442,SUCCESS,2025-04-24 16:41:37
TCGA-UW-A72N,SUCCESS,2025-04-24 16:41:43
TCGA-KL-8339,SUCCESS,2025-04-24 16:41:59
TCGA-KL-8346,SUCCESS,2025-04-24 16:42:06
TCGA-KN-8423,SUCCESS,2025-04-24 16:42:14
TCGA-KO-8416,SUCCESS,2025-04-24 16:42:21
TCGA-KL-8338,SUCCESS,2025-04-24 16:42:28
TCGA-KL-8325,SUCCESS,2025-04-24 16:42:35
TCGA-KO-8403,SUCCESS,2025-04-24 16:42:42
TCGA-KN-8428,SUCCESS,2025-04-24 16:42:50
TCGA-KN-8422,SUCCESS,2025-04-24 16:42:57
TCGA-KN-8419,SUCCESS,2025-04-24 16:43:05
TCGA-KO-8408,SUCCESS,2025-04-24 16:43:12
TCGA-KN-8430,SUCCESS,2025-04-24 16:43:20
TCGA-KL-8342,SUCCESS,2025-04-24 16:43:26
TCGA-KO-8415,SUCCESS,2025-04-24 16:43:33
TCGA-KN-8432,SUCCESS,2025-04-24 16:43:39
TCGA-KO-8414,SUCCESS,2025-04-24 16:43:46
TCGA-KN-8418,SUCCESS,2025-04-24 16:43:54
TCGA-KO-8410,SUCCESS,2025-04-24 16:44:00
TCGA-KL-8330,SUCCESS,2025-04-24 16:44:06
TCGA-KO-8404,SUCCESS,2025-04-24 16:44:16
TCGA-KL-8327,SUCCESS,2025-04-24 16:44:23
TCGA-B2-A4SR,SUCCESS,2025-04-24 16:44:30
TCGA-3Z-A93Z,SUCCESS,2025-04-24 16:44:37
TCGA-MM-A564,SUCCESS,2025-04-24 16:44:44
TCGA-B8-A54F,SUCCESS,2025-04-24 16:44:51
TCGA-6D-AA2E,SUCCESS,2025-04-24 16:44:58
TCGA-AK-3450,SUCCESS,2025-04-24 16:45:04
TCGA-B8-A8YJ,SUCCESS,2025-04-24 16:45:12
TCGA-DV-A4W0,SUCCESS,2025-04-24 16:45:18
TCGA-AK-3465,SUCCESS,2025-04-24 16:45:24
TCGA-GK-A6C7,SUCCESS,2025-04-24 16:45:32
TCGA-DV-A4VX,SUCCESS,2025-04-24 16:45:39
TCGA-Q2-A5QZ,SUCCESS,2025-04-24 16:45:47
TCGA-B9-A44B,SUCCESS,2025-04-24 16:45:55
TCGA-IA-A40Y,SUCCESS,2025-04-24 16:46:03
TCGA-F9-A7Q0,SUCCESS,2025-04-24 16:46:10
TCGA-IA-A40U,SUCCESS,2025-04-24 16:46:18
TCGA-HE-A5NJ,SUCCESS,2025-04-24 16:46:27
TCGA-B9-A8YI,SUCCESS,2025-04-24 16:46:34
TCGA-HE-A5NH,SUCCESS,2025-04-24 16:46:40
TCGA-UZ-A9PJ,SUCCESS,2025-04-24 16:46:48
TCGA-PJ-A8JU,SUCCESS,2025-04-24 16:46:55
TCGA-4A-A93X,SUCCESS,2025-04-24 16:47:02
TCGA-IA-A40X,SUCCESS,2025-04-24 16:47:09
TCGA-UZ-A9PM,SUCCESS,2025-04-24 16:47:15
TCGA-B1-A47N,SUCCESS,2025-04-24 16:47:23
TCGA-F9-A4JJ,SUCCESS,2025-04-24 16:47:30
TCGA-F9-A7VF,SUCCESS,2025-04-24 16:47:37
TCGA-2K-A9WE,SUCCESS,2025-04-24 16:47:44
